2025-06-02 18:36:32.078 [main] INFO  com.luotao.oauth2.server.Oauth2ServerApplication:55 - Starting Oauth2ServerApplication using Java 1.8.0_31 on T with PID 19664 (D:\workspace\java-projects\my-blog\my-javapp\ms-oauth2-server\target\classes started by T in D:\workspace\java-projects\my-blog\my-javapp)
2025-06-02 19:45:11.842 [main] INFO  com.luotao.oauth2.server.Oauth2ServerApplication:55 - Starting Oauth2ServerApplication using Java 1.8.0_31 on T with PID 25500 (D:\workspace\java-projects\my-blog\my-javapp\ms-oauth2-server\target\classes started by T in D:\workspace\java-projects\my-blog\my-javapp)
2025-06-02 19:45:11.847 [main] INFO  com.luotao.oauth2.server.Oauth2ServerApplication:632 - No active profile set, falling back to 1 default profile: "default"
2025-06-02 19:45:13.284 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:262 - Multiple Spring Data modules found, entering strict repository configuration mode
2025-06-02 19:45:13.288 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:132 - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-06-02 19:45:13.321 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:201 - Finished Spring Data repository scanning in 8 ms. Found 0 Redis repository interfaces.
2025-06-02 19:50:10.714 [main] INFO  com.luotao.oauth2.server.Oauth2ServerApplication:55 - Starting Oauth2ServerApplication using Java 1.8.0_31 on T with PID 8980 (D:\workspace\java-projects\my-blog\my-javapp\ms-oauth2-server\target\classes started by T in D:\workspace\java-projects\my-blog\my-javapp)
2025-06-02 19:50:10.719 [main] INFO  com.luotao.oauth2.server.Oauth2ServerApplication:632 - No active profile set, falling back to 1 default profile: "default"
2025-06-02 19:50:12.231 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:262 - Multiple Spring Data modules found, entering strict repository configuration mode
2025-06-02 19:50:12.236 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:132 - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-06-02 19:50:12.267 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:201 - Finished Spring Data repository scanning in 8 ms. Found 0 Redis repository interfaces.
2025-06-02 19:50:12.758 [main] INFO  o.springframework.cloud.context.scope.GenericScope:283 - BeanFactory id=62907aec-3d1c-3cb8-a9d4-a4bcc33bf096
2025-06-02 19:50:13.280 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer:108 - Tomcat initialized with port(s): 8082 (http)
2025-06-02 19:50:13.282 [main] INFO  org.apache.catalina.core.AprLifecycleListener:173 - Loaded Apache Tomcat Native library [1.2.39] using APR version [1.7.4].
2025-06-02 19:50:13.282 [main] INFO  org.apache.catalina.core.AprLifecycleListener:173 - APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true], UDS [true].
2025-06-02 19:50:13.283 [main] INFO  org.apache.catalina.core.AprLifecycleListener:173 - APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
2025-06-02 19:50:13.289 [main] INFO  org.apache.catalina.core.AprLifecycleListener:173 - OpenSSL successfully initialized [OpenSSL 3.0.11 19 Sep 2023]
2025-06-02 19:50:13.298 [main] INFO  org.apache.coyote.http11.Http11NioProtocol:173 - Initializing ProtocolHandler ["http-nio-8082"]
2025-06-02 19:50:13.301 [main] INFO  org.apache.catalina.core.StandardService:173 - Starting service [Tomcat]
2025-06-02 19:50:13.301 [main] INFO  org.apache.catalina.core.StandardEngine:173 - Starting Servlet engine: [Apache Tomcat/9.0.83]
2025-06-02 19:50:13.511 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/]:173 - Initializing Spring embedded WebApplicationContext
2025-06-02 19:50:13.511 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext:292 - Root WebApplicationContext: initialization completed in 2728 ms
2025-06-02 19:50:14.248 [main] INFO  org.apache.catalina.core.StandardService:173 - Stopping service [Tomcat]
2025-06-02 19:50:14.269 [main] INFO  o.s.b.a.l.ConditionEvaluationReportLoggingListener:136 - 

Error starting ApplicationContext. To display the conditions report re-run your application with 'debug' enabled.
2025-06-02 19:50:55.290 [main] INFO  com.luotao.oauth2.server.Oauth2ServerApplication:55 - Starting Oauth2ServerApplication using Java 1.8.0_31 on T with PID 4884 (D:\workspace\java-projects\my-blog\my-javapp\ms-oauth2-server\target\classes started by T in D:\workspace\java-projects\my-blog\my-javapp)
2025-06-02 19:50:55.297 [main] INFO  com.luotao.oauth2.server.Oauth2ServerApplication:632 - No active profile set, falling back to 1 default profile: "default"
2025-06-02 19:50:56.790 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:262 - Multiple Spring Data modules found, entering strict repository configuration mode
2025-06-02 19:50:56.797 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:132 - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-06-02 19:50:56.831 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:201 - Finished Spring Data repository scanning in 11 ms. Found 0 Redis repository interfaces.
2025-06-02 19:50:57.365 [main] INFO  o.springframework.cloud.context.scope.GenericScope:283 - BeanFactory id=62907aec-3d1c-3cb8-a9d4-a4bcc33bf096
2025-06-02 19:50:57.923 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer:108 - Tomcat initialized with port(s): 8082 (http)
2025-06-02 19:50:57.924 [main] INFO  org.apache.catalina.core.AprLifecycleListener:173 - Loaded Apache Tomcat Native library [1.2.39] using APR version [1.7.4].
2025-06-02 19:50:57.925 [main] INFO  org.apache.catalina.core.AprLifecycleListener:173 - APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true], UDS [true].
2025-06-02 19:50:57.925 [main] INFO  org.apache.catalina.core.AprLifecycleListener:173 - APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
2025-06-02 19:50:57.931 [main] INFO  org.apache.catalina.core.AprLifecycleListener:173 - OpenSSL successfully initialized [OpenSSL 3.0.11 19 Sep 2023]
2025-06-02 19:50:57.943 [main] INFO  org.apache.coyote.http11.Http11NioProtocol:173 - Initializing ProtocolHandler ["http-nio-8082"]
2025-06-02 19:50:57.947 [main] INFO  org.apache.catalina.core.StandardService:173 - Starting service [Tomcat]
2025-06-02 19:50:57.948 [main] INFO  org.apache.catalina.core.StandardEngine:173 - Starting Servlet engine: [Apache Tomcat/9.0.83]
2025-06-02 19:50:58.162 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/]:173 - Initializing Spring embedded WebApplicationContext
2025-06-02 19:50:58.164 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext:292 - Root WebApplicationContext: initialization completed in 2801 ms
2025-06-02 19:50:58.929 [main] INFO  org.apache.catalina.core.StandardService:173 - Stopping service [Tomcat]
2025-06-02 19:50:58.950 [main] INFO  o.s.b.a.l.ConditionEvaluationReportLoggingListener:136 - 

Error starting ApplicationContext. To display the conditions report re-run your application with 'debug' enabled.
2025-06-02 20:01:50.667 [main] INFO  com.luotao.oauth2.server.Oauth2ServerApplication:55 - Starting Oauth2ServerApplication using Java 1.8.0_31 on T with PID 19964 (D:\workspace\java-projects\my-blog\my-javapp\ms-oauth2-server\target\classes started by T in D:\workspace\java-projects\my-blog\my-javapp)
2025-06-02 20:01:50.674 [main] INFO  com.luotao.oauth2.server.Oauth2ServerApplication:632 - No active profile set, falling back to 1 default profile: "default"
2025-06-02 20:01:52.086 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:262 - Multiple Spring Data modules found, entering strict repository configuration mode
2025-06-02 20:01:52.089 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:132 - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-06-02 20:01:52.117 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:201 - Finished Spring Data repository scanning in 7 ms. Found 0 Redis repository interfaces.
2025-06-02 20:01:52.633 [main] INFO  o.springframework.cloud.context.scope.GenericScope:283 - BeanFactory id=7d4df71e-1fd3-3ec4-ac84-c1362f9b7a60
2025-06-02 20:01:53.175 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer:108 - Tomcat initialized with port(s): 8082 (http)
2025-06-02 20:01:53.176 [main] INFO  org.apache.catalina.core.AprLifecycleListener:173 - Loaded Apache Tomcat Native library [1.2.39] using APR version [1.7.4].
2025-06-02 20:01:53.178 [main] INFO  org.apache.catalina.core.AprLifecycleListener:173 - APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true], UDS [true].
2025-06-02 20:01:53.178 [main] INFO  org.apache.catalina.core.AprLifecycleListener:173 - APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
2025-06-02 20:01:53.213 [main] INFO  org.apache.catalina.core.AprLifecycleListener:173 - OpenSSL successfully initialized [OpenSSL 3.0.11 19 Sep 2023]
2025-06-02 20:01:53.231 [main] INFO  org.apache.coyote.http11.Http11NioProtocol:173 - Initializing ProtocolHandler ["http-nio-8082"]
2025-06-02 20:01:53.234 [main] INFO  org.apache.catalina.core.StandardService:173 - Starting service [Tomcat]
2025-06-02 20:01:53.236 [main] INFO  org.apache.catalina.core.StandardEngine:173 - Starting Servlet engine: [Apache Tomcat/9.0.83]
2025-06-02 20:01:53.469 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/]:173 - Initializing Spring embedded WebApplicationContext
2025-06-02 20:01:53.469 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext:292 - Root WebApplicationContext: initialization completed in 2731 ms
2025-06-02 20:01:55.214 [main] INFO  org.apache.catalina.core.StandardService:173 - Stopping service [Tomcat]
2025-06-02 20:01:55.225 [main] INFO  o.s.b.a.l.ConditionEvaluationReportLoggingListener:136 - 

Error starting ApplicationContext. To display the conditions report re-run your application with 'debug' enabled.
2025-06-02 20:02:55.842 [main] INFO  com.luotao.oauth2.server.Oauth2ServerApplication:55 - Starting Oauth2ServerApplication using Java 1.8.0_31 on T with PID 15664 (D:\workspace\java-projects\my-blog\my-javapp\ms-oauth2-server\target\classes started by T in D:\workspace\java-projects\my-blog\my-javapp)
2025-06-02 20:02:55.848 [main] INFO  com.luotao.oauth2.server.Oauth2ServerApplication:632 - No active profile set, falling back to 1 default profile: "default"
2025-06-02 20:02:56.962 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:262 - Multiple Spring Data modules found, entering strict repository configuration mode
2025-06-02 20:02:56.966 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:132 - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-06-02 20:02:56.992 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate:201 - Finished Spring Data repository scanning in 7 ms. Found 0 Redis repository interfaces.
2025-06-02 20:02:57.430 [main] INFO  o.springframework.cloud.context.scope.GenericScope:283 - BeanFactory id=7d4df71e-1fd3-3ec4-ac84-c1362f9b7a60
2025-06-02 20:02:57.867 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer:108 - Tomcat initialized with port(s): 8082 (http)
2025-06-02 20:02:57.869 [main] INFO  org.apache.catalina.core.AprLifecycleListener:173 - Loaded Apache Tomcat Native library [1.2.39] using APR version [1.7.4].
2025-06-02 20:02:57.869 [main] INFO  org.apache.catalina.core.AprLifecycleListener:173 - APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true], UDS [true].
2025-06-02 20:02:57.869 [main] INFO  org.apache.catalina.core.AprLifecycleListener:173 - APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
2025-06-02 20:02:57.874 [main] INFO  org.apache.catalina.core.AprLifecycleListener:173 - OpenSSL successfully initialized [OpenSSL 3.0.11 19 Sep 2023]
2025-06-02 20:02:57.884 [main] INFO  org.apache.coyote.http11.Http11NioProtocol:173 - Initializing ProtocolHandler ["http-nio-8082"]
2025-06-02 20:02:57.886 [main] INFO  org.apache.catalina.core.StandardService:173 - Starting service [Tomcat]
2025-06-02 20:02:57.887 [main] INFO  org.apache.catalina.core.StandardEngine:173 - Starting Servlet engine: [Apache Tomcat/9.0.83]
2025-06-02 20:02:58.046 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/]:173 - Initializing Spring embedded WebApplicationContext
2025-06-02 20:02:58.047 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext:292 - Root WebApplicationContext: initialization completed in 2132 ms
2025-06-02 20:03:00.223 [main] INFO  org.apache.catalina.core.StandardService:173 - Stopping service [Tomcat]
2025-06-02 20:03:00.237 [main] INFO  o.s.b.a.l.ConditionEvaluationReportLoggingListener:136 - 

Error starting ApplicationContext. To display the conditions report re-run your application with 'debug' enabled.
